ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,PTRATIO,MEDV,CAT. MEDV,CRIM_log,TAX_log,LSTAT_log,ZN_desc,INDUS_desc,CHAS_desc,NOX_desc,RM_desc,AGE_desc,DIS_desc,RAD_desc,PTRATIO_desc,MEDV_desc,CAT. MEDV_desc,CRIM_log_desc,TAX_log_desc,LSTAT_log_desc
0.0,2.89,0,0.445,7.416,62.5,3.4952,2,18.0,33.2,0,0.0663493805415339,5.6240175061873385,1.9726911717329556,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,6.727,79.9,2.7778,5,20.9,27.5,0,0.1385960455902577,5.953243334287785,2.343727036325221,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,6.781,71.3,2.8561,5,20.9,26.5,0,0.1082443533976389,5.953243334287785,2.1598687907924505,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,6.405,85.4,2.7147,5,20.9,18.6,0,0.2060055307981067,5.953243334287785,2.453587966530573,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,6.137,87.4,2.7147,5,20.9,19.3,0,0.1919500536859109,5.953243334287785,2.67000213346468,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,6.167,90.0,2.421,5,20.9,20.1,0,0.1306773236416162,5.953243334287785,2.5900171341906173,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,5.851,96.7,2.1069,5,20.9,19.5,0,0.1245335330265603,5.953243334287785,2.860485124145965,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,5.836,91.9,2.211,5,20.9,19.5,0,0.15802886422491,5.953243334287785,2.9785861147190205,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,6.127,85.2,2.1224,5,20.9,20.4,0,0.1232524952993025,5.953243334287785,2.714032272779757,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,6.474,97.1,2.4329,5,20.9,19.8,0,0.1204638834151376,5.953243334287785,2.585505848344116,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,6.229,91.2,2.5451,5,20.9,19.4,0,0.2339885313543719,5.953243334287785,2.806386101823072,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,8.56,0,0.52,6.195,54.4,2.7778,5,20.9,21.7,0,0.1024934094340411,5.953243334287785,2.6390573296152584,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,10.01,0,0.547,6.715,81.6,2.6775,6,17.8,22.8,0,0.096073524746064,6.07073772800249,2.412335956953165,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,10.01,0,0.547,5.913,92.9,2.3534,6,17.8,18.8,0,0.1162618792844446,6.07073772800249,2.845490610223448,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
